igralec,ekipa,passing_yards,passing_td,passing_att,passing_cmp,passing_int,sacks,rushing_yards,rushing_td,rushing_att,fumbles,receiving_yards,receiving_td,receptions,targets,def_interceptions,def_sacks,pozicija,starost,tekme
Tavius Robinson,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,26,10
Tay Martin,WAS,0,0,0,0,0,0,0,0,0,0,23,0,2,2,0,0,WR,28,3
Taylor Rapp,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,28,6
Taysom Hill,NOR,57,1,6,2,0,0,114,1,52,3,91,0,11,16,0,0,TE,35,13
Teagan Quitoriano,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TE,25,17
Teair Tart,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,28,17
Tedarrell Slaton,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,28,17
Teddy Bridgewater,TAM,62,0,15,8,0,2,4,0,3,0,0,0,0,0,0,0,QB,33,4
Teddye Buchanan,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,23,14
Tee Higgins,CIN,0,0,0,0,0,0,0,0,0,0,846,11,59,98,0,0,WR,26,15
Terrance Ferguson,LAR,0,0,0,0,0,0,0,0,1,0,231,3,11,25,0,0,TE,22,14
Terrel Bernard,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LB,26,12
Terrell Burgess,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,27,16
Terrell Jennings,NWE,0,0,0,0,0,0,73,1,23,0,9,0,1,1,0,0,RB,24,7
Terrion Arnold,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,22,8
Terry McLaurin,WAS,0,0,0,0,0,0,0,0,0,0,582,3,38,60,0,0,WR,30,10
Tershawn Wharton,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,27,9
Tetairoa McMillan,CAR,0,0,0,0,0,0,0,0,0,1,1014,7,70,122,0,0,WR,22,17
Tez Johnson,TAM,0,0,0,0,0,0,22,0,7,0,322,5,28,44,0,0,WR,23,16
Theo Jackson,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,27,14
Theo Johnson,NYG,0,0,0,0,0,0,0,0,0,0,528,5,45,74,0,0,TE,24,15
Theo Wease,MIA,0,0,0,0,0,0,0,0,0,0,139,1,6,10,0,0,WR,24,3
Thomas Booker,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,26,17
Thomas Fidone,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TE,23,7
Thomas Harper,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,25,12
Thomas Hennessy,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,31,17
Thomas Incoom,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,26,17
Tim Jones,JAX,0,0,0,0,0,0,0,0,0,0,15,0,1,1,0,0,WR,27,2
Tim Patrick,JAX,0,0,0,0,0,0,0,0,0,0,187,3,15,24,0,0,WR,32,16
Tim Settle,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,28,12
Tip Reiman,ARI,0,0,0,0,0,0,0,0,0,0,18,0,3,5,0,0,TE,24,4
Tom Kennedy,DET,0,0,0,0,0,0,0,0,0,0,36,0,4,4,0,0,WR,29,6
Tommy Eichenberg,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,24,17
Tommy Togiai,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,26,15
Tommy Tremble,CAR,0,0,0,0,0,0,0,0,0,0,249,2,27,37,0,0,TE,25,17
Tomon Fox,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,27,9
Tonka Hemingway,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,24,9
Tony Adams,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,26,12
Tony Jefferson,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,S,33,13
Tony Pollard,TEN,0,0,0,0,0,0,1082,5,242,4,206,0,33,41,0,0,RB,28,17
Tory Horton,SEA,0,0,0,0,0,0,0,0,0,0,161,5,13,22,0,0,WR,23,8
Tory Taylor,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,28,17
Travis Etienne,JAX,0,0,0,0,0,0,1107,7,260,1,292,6,36,52,0,0,RB,26,17
Travis Homer,CHI,0,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,RB,27,10
Travis Hunter,JAX,0,0,0,0,0,0,0,0,1,1,298,1,28,45,0,0,WR,22,7
Travis Jones,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,26,16
Travis Kelce,KAN,0,0,0,0,0,0,1,0,1,1,851,5,76,108,0,0,TE,36,17
Travis Vokolek,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TE,27,5
Travon Walker,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,25,14
Trayveon Williams,2TM,0,0,0,0,0,0,36,0,10,0,55,0,8,9,0,0,RB,28,7
Tre Avery,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,28,10
Tre Brown,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,28,5
Tre Harris,LAC,0,0,0,0,0,0,10,0,2,0,324,1,30,43,0,0,WR,23,17
Tre Tucker,LVR,0,0,0,0,0,0,51,0,11,0,696,5,57,92,0,0,WR,24,17
Tre'Davious White,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,30,16
Tre'von Moehrig,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,26,16
TreVeyon Henderson,NWE,0,0,0,0,0,0,911,9,180,1,221,1,35,42,0,0,RB,23,17
Tremaine Edmunds,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,LB,27,13
Tremon Smith,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,29,17
Trent McDuffie,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,25,13
Trent Sherfield,2TM,0,0,0,0,0,0,0,0,0,0,21,0,3,5,0,0,WR,29,12
Trent Sieg,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,30,17
Trenton Simpson,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,24,17
Trevian Thomas,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,23,1
Trevin Wallace,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,22,12
Trevis Gipson,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,28,13
Trevon Diggs,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,27,9
Trevor Etienne,CAR,0,0,0,0,0,0,94,0,20,2,13,0,3,3,0,0,RB,21,17
Trevor Lawrence,JAX,4007,29,560,341,12,41,359,9,82,5,0,0,0,0,0,0,QB,26,17
Trevor Nowaske,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,27,15
Trevor Penning,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,OT,26,7
Trey Amos,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,23,10
Trey Benson,ARI,0,0,0,0,0,0,160,0,29,0,64,0,13,16,0,0,RB,23,4
Trey Hendrickson,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,31,7
Trey Lance,LAC,226,0,57,27,1,6,85,0,17,1,0,0,0,0,0,0,QB,25,4
Trey McBride,ARI,0,0,0,0,0,0,0,0,0,0,1239,11,126,169,0,0,TE,26,17
Trey Sermon,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RB,26,4
Trey Smith,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,26,12
Trey Washington,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,23,4
Treylon Burks,WAS,0,0,0,0,0,1,0,0,0,0,130,1,10,22,0,0,WR,25,8
Trikweze Bridges,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,25,16
Tristan Wirfs,TAM,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,T,26,12
Tristin McCollum,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,26,16
Troy Dye,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,29,16
Troy Franklin,DEN,0,0,0,0,0,0,12,0,5,1,709,6,65,104,0,0,WR,22,17
Troy Reeder,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,31,17
Truman Jones,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,25,9
Tua Tagovailoa,MIA,2660,20,384,260,15,30,43,0,20,8,0,0,0,0,0,0,QB,27,14
Tucker Fisk,LAC,0,0,0,0,0,0,0,0,0,0,19,0,2,4,0,0,TE,26,10
Tucker Kraft,GNB,0,0,0,0,0,0,3,0,1,0,489,6,32,44,0,0,TE,25,8
Tuli Tuipulotu,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,23,16
Tutu Atwell,LAR,0,0,0,0,0,0,0,0,0,0,192,1,6,15,0,0,WR,26,10
Ty Chandler,MIN,0,0,0,0,0,0,47,0,17,0,11,0,3,4,0,0,RB,27,3
Ty Hamilton,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,23,14
Ty Johnson,BUF,0,0,0,0,0,0,200,3,50,1,263,2,24,33,0,0,RB,28,17
Ty Okada,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FS,26,17
Ty Robinson,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,24,11
Ty Summers,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,30,5
Ty'Ron Hopper,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,24,17
Tycen Anderson,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,26,17
Tyjae Spears,TEN,0,0,0,0,0,0,283,2,72,0,264,0,45,50,0,0,RB,24,13
Tykee Smith,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,24,16
Tylan Wallace,BAL,0,0,0,0,0,0,0,0,0,0,45,1,4,8,0,0,WR,26,14
Tyleik Williams,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,22,17
Tyler Allgeier,ATL,0,0,0,0,0,0,514,8,143,0,96,0,14,16,0,0,RB,25,17
Tyler Badie,DEN,0,0,0,0,0,0,23,0,8,0,141,0,19,31,0,0,RB,25,16
Tyler Baron,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,24,6
Tyler Batty,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,26,12
Tyler Conklin,LAC,0,0,0,0,0,0,2,0,1,1,101,0,7,10,0,0,TE,30,13
Tyler Davis,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,25,17
Tyler Goodson,IND,0,0,0,0,0,0,24,0,9,0,8,0,2,3,0,0,RB,25,11
Tyler Higbee,LAR,0,0,0,0,0,0,0,0,0,0,281,3,25,36,0,0,TE,32,10
Tyler Huntley,BAL,426,2,67,52,0,8,151,0,24,0,0,0,0,0,0,0,QB,27,5
Tyler Johnson,NYJ,0,0,0,0,0,0,0,0,0,0,197,1,12,18,0,0,WR,27,12
Tyler Lacy,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,26,10
Tyler Lockett,2TM,0,0,0,0,0,0,0,0,0,0,291,1,32,55,0,0,WR,33,17
Tyler Lockett,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,33,7
Tyler Loop,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K,24,17
Tyler Nubin,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,24,13
Tyler Owens,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,24,17
Tyler Shough,NOR,2384,10,327,221,6,31,186,3,45,3,0,0,0,0,0,0,QB,26,11
Tyler Smith,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,24,16
Tyler Warren,IND,0,0,1,0,0,0,8,1,6,1,817,4,76,112,0,0,TE,23,17
Tyquan Lewis,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,30,13
Tyquan Thornton,KAN,0,0,0,0,0,0,0,0,0,0,438,3,19,37,0,0,WR,25,14
Tyree Wilson,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,25,17
Tyreek Hill,MIA,0,0,0,0,0,0,0,0,0,0,265,1,21,29,0,0,WR,31,4
Tyrel Dodson,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LB,27,16
Tyrell Shavers,BUF,0,0,0,0,0,0,0,0,0,0,245,1,15,23,0,0,WR,26,17
Tyrice Knight,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,25,16
Tyrion Ingram-Dawkins,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,22,14
Tyrique Stevenson,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DB,25,13
Tyrod Taylor,NYJ,779,5,134,80,5,14,143,1,27,1,0,0,0,0,0,0,QB,36,6
Tyrone Tracy Jr.,NYG,0,0,0,0,0,0,740,2,176,1,288,2,36,48,0,0,RB,26,15
Tyrus Wheat,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,26,15
Tyson Bagent,CHI,47,0,4,3,0,0,7,0,2,1,0,0,0,0,0,0,QB,25,3
Tyson Campbell,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,25,17
Uchenna Nwosu,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,29,16
Ulysses Bentley,IND,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,RB,25,1
Upton Stout,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,23,16
Van Jefferson,TEN,0,0,0,0,0,0,0,0,0,0,350,1,29,52,0,0,WR,29,16
Velus Jones Jr.,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RB,28,8
Velus Jones Jr.,SEA,0,0,0,0,0,0,32,0,4,0,0,0,0,0,0,0,RB,28,3
Ventrell Miller,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LB,26,17
Vernon Broughton,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,24,1
Victor Dimukeje,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,26,5
Vita Vea,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NT,30,17
Von Miller,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,36,17
Walter Nolen,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,22,6
Wan'Dale Robinson,NYG,0,0,0,0,0,0,5,0,3,1,1014,4,92,140,0,0,WR,24,16
Warren Brinson,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,23,11
Will Anderson,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,24,17
Will Campbell,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OT,21,13
Will Dissly,LAC,0,0,0,0,0,0,0,0,0,0,97,0,11,16,0,0,TE,29,9
Will Harris,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FS,30,9
Will Johnson,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,22,12
Will Mallory,IND,0,0,0,0,0,0,0,0,0,0,16,0,1,1,0,0,TE,26,2
Will McDonald,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,26,15
Will Reichard,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K,24,17
Will Shipley,PHI,0,0,0,0,0,0,49,0,14,1,56,0,9,12,0,0,RB,23,15
William Wagner,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,25,17
Willie Gay Jr.,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,27,17
Woody Marks,HOU,0,0,0,0,0,0,703,2,196,1,208,3,24,36,0,0,RB,25,16
Wyatt Teller,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,31,13
Xavien Howard,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,32,4
Xavier Gipson,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,24,6
Xavier Gipson,PHI,0,0,0,0,0,0,0,0,0,2,6,0,2,2,0,0,WR,24,5
Xavier Hutchinson,HOU,0,0,0,0,0,0,22,0,3,0,428,3,35,57,0,0,WR,25,17
Xavier Legette,CAR,0,0,0,0,0,0,0,0,1,1,363,3,35,64,0,0,WR,24,15
Xavier McKinney,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,S,27,16
Xavier Restrepo,TEN,0,0,0,0,0,0,0,0,0,0,41,0,3,7,0,0,WR,23,2
Xavier Smith,LAR,0,0,0,0,0,0,0,0,0,0,303,0,18,24,0,0,WR,28,16
Xavier Watts,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,S,24,17
Xavier Weaver,ARI,0,0,0,0,0,0,0,0,0,0,67,0,7,13,0,0,WR,25,10
Xavier Woods,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,S,30,11
Xavier Worthy,KAN,0,0,0,0,0,0,87,0,11,0,532,1,42,73,0,0,WR,22,14
YaYa Diaby,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,26,17
Yahya Black,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,23,17
Yasir Abdullah,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,25,10
Yetur Gross-Matos,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,27,8
Younghoe Koo,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K,31,6
Za'Darius Smith,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,33,5
Zacch Pickens,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,25,3
Zach Allen,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,28,17
Zach Charbonnet,SEA,0,0,0,0,0,0,730,12,184,0,144,0,20,24,0,0,RB,24,16
Zach Cunningham,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,31,4
Zach Ertz,WAS,0,0,0,0,0,0,0,0,0,1,504,4,50,72,0,0,TE,35,13
Zach Frazier,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,24,17
Zach Harrison,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,24,7
Zach Sieler,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,30,17
Zach Wilson,MIA,32,0,11,6,0,0,1,0,3,0,0,0,0,0,0,0,QB,26,4
Zach Wood,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,32,17
Zachary Carter,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,26,4
Zack Baun,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,LB,29,16
Zaire Barnes,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,26,11
Zaire Franklin,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,29,17
Zaire Mitchell-Paden,2TM,0,0,0,0,0,0,0,0,0,0,17,0,2,3,0,0,TE,26,8
Zamir White,LVR,0,0,0,0,0,0,32,0,12,0,24,0,4,6,0,0,RB,26,6
Zaven Collins,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,26,17
Zavier Scott,MIN,0,0,0,0,0,0,114,0,32,2,98,1,14,16,0,0,RB,26,16
Zay Flowers,BAL,0,0,0,0,0,0,62,1,10,3,1211,5,86,118,0,0,WR,25,17
Zay Jones,ARI,0,0,0,0,0,0,0,0,0,0,183,0,12,18,0,0,WR,30,8
Zayne Anderson,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,28,14
Zeek Biggers,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,22,9
Zion Childress,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,23,3
Zion Logue,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,24,3
Zonovan Knight,ARI,0,0,0,0,0,0,269,4,82,1,160,1,22,31,0,0,RB,24,12
Zyon McCollum,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,26,13
